Edges count:,2112
Element count:,1024
¹,q,q*,|q - q*|
2025,7.90327e-01,7.91104e-01,7.76313e-04
2026,7.90327e-01,7.91104e-01,7.76326e-04
2027,7.90327e-01,7.91104e-01,7.76318e-04
2028,7.90327e-01,7.91104e-01,7.76291e-04
2029,7.90327e-01,7.91104e-01,7.76277e-04
2030,7.90327e-01,7.91104e-01,7.76299e-04
2031,7.90327e-01,7.91104e-01,7.76325e-04
2032,7.90327e-01,7.91104e-01,7.76308e-04
2033,7.90327e-01,7.91104e-01,7.76279e-04
2034,7.90327e-01,7.91104e-01,7.76301e-04
2035,7.90327e-01,7.91104e-01,7.76327e-04
2036,7.90327e-01,7.91104e-01,7.76290e-04
2037,7.90327e-01,7.91104e-01,7.76286e-04
2038,7.90327e-01,7.91104e-01,7.76318e-04
2039,7.90327e-01,7.91104e-01,7.76287e-04
2040,7.90327e-01,7.91104e-01,7.76345e-04
2041,7.90327e-01,7.91104e-01,7.76291e-04
2042,7.90327e-01,7.91104e-01,7.76284e-04
2043,7.90327e-01,7.91104e-01,7.76385e-04
2044,7.90327e-01,7.91104e-01,7.76272e-04
2045,7.90327e-01,7.91104e-01,7.76312e-04
2046,7.90327e-01,7.91104e-01,7.76268e-04
2047,2.79415e-01,2.79415e-01,1.02525e-09
2048,6.09224e-01,6.11682e-01,2.45827e-03
2049,8.54677e-01,8.58934e-01,4.25756e-03
2050,9.81560e-01,9.86808e-01,5.24754e-03
2051,9.72171e-01,9.77530e-01,5.35896e-03
2052,8.27767e-01,8.32391e-01,4.62325e-03
2053,5.68387e-01,5.71561e-01,3.17482e-03
2054,2.30057e-01,2.31294e-01,1.23704e-03
2055,-1.40214e-01,-1.41120e-01,9.05619e-04
2056,-4.90975e-01,-4.93920e-01,2.94498e-03
2057,-7.73483e-01,-7.78073e-01,4.59047e-03
2058,-9.48477e-01,-9.54086e-01,5.60850e-03
2059,-9.91641e-01,-9.97495e-01,5.85417e-03
2060,-8.96977e-01,-9.02268e-01,5.29096e-03
2061,-6.77643e-01,-6.81639e-01,3.99544e-03
2062,-3.64126e-01,-3.66273e-01,2.14644e-03
2063,-1.21664e-08,0.00000e+00,1.21664e-08
2064,3.64126e-01,3.66273e-01,2.14644e-03
2065,6.77643e-01,6.81639e-01,3.99541e-03
2066,8.96977e-01,9.02268e-01,5.29094e-03
2067,9.91641e-01,9.97495e-01,5.85416e-03
2068,9.48477e-01,9.54086e-01,5.60849e-03
2069,7.73483e-01,7.78073e-01,4.59048e-03
2070,4.90975e-01,4.93920e-01,2.94499e-03
2071,1.40214e-01,1.41120e-01,9.05613e-04
2072,-2.30057e-01,-2.31294e-01,1.23703e-03
2073,-5.68386e-01,-5.71561e-01,3.17483e-03
2074,-8.27767e-01,-8.32391e-01,4.62323e-03
2075,-9.72171e-01,-9.77530e-01,5.35891e-03
2076,-9.81560e-01,-9.86808e-01,5.24756e-03
2077,-8.54677e-01,-8.58934e-01,4.25757e-03
2078,-6.09224e-01,-6.11682e-01,2.45829e-03
2079,-2.79415e-01,-2.79415e-01,1.82036e-09
2080,9.60170e-01,9.60170e-01,5.66699e-11
2081,9.60170e-01,9.60170e-01,5.66699e-11
2082,9.60170e-01,9.60170e-01,5.66699e-11
2083,9.60170e-01,9.60170e-01,5.66699e-11
2084,9.60170e-01,9.60170e-01,5.66699e-11
2085,9.60170e-01,9.60170e-01,5.66699e-11
2086,9.60170e-01,9.60170e-01,5.66699e-11
2087,9.60170e-01,9.60170e-01,5.66699e-11
2088,9.60170e-01,9.60170e-01,5.66699e-11
2089,9.60170e-01,9.60170e-01,5.66699e-11
2090,9.60170e-01,9.60170e-01,5.66699e-11
2091,9.60170e-01,9.60170e-01,5.66699e-11
2092,9.60170e-01,9.60170e-01,5.66699e-11
2093,9.60170e-01,9.60170e-01,5.66699e-11
2094,9.60170e-01,9.60170e-01,5.66699e-11
2095,9.60170e-01,9.60170e-01,5.66699e-11
2096,9.60170e-01,9.60170e-01,5.66699e-11
2097,9.60170e-01,9.60170e-01,5.66699e-11
2098,9.60170e-01,9.60170e-01,5.66699e-11
2099,9.60170e-01,9.60170e-01,5.66699e-11
2100,9.60170e-01,9.60170e-01,5.66699e-11
2101,9.60170e-01,9.60170e-01,5.66699e-11
2102,9.60170e-01,9.60170e-01,5.66699e-11
2103,9.60170e-01,9.60170e-01,5.66699e-11
2104,9.60170e-01,9.60170e-01,5.66699e-11
2105,9.60170e-01,9.60170e-01,5.66699e-11
2106,9.60170e-01,9.60170e-01,5.66699e-11
2107,9.60170e-01,9.60170e-01,5.66699e-11
2108,9.60170e-01,9.60170e-01,5.66699e-11
2109,9.60170e-01,9.60170e-01,5.66699e-11
2110,9.60170e-01,9.60170e-01,5.66699e-11
2111,9.60170e-01,9.60170e-01,5.66699e-11
